1	Clear Conscience	icon_skills.voidtrap_tex
2	Promo BAM Buff	icon_skills.voidtrap_tex
2	Promo BAM Buff	icon_skills.voidtrap_tex
4	Stun Bomb	icon_skills.voidtrap_tex
5	Non-Effect Debuff	icon_skills.voidtrap_tex
6	Damage Absolute Invincibility	icon_skills.voidtrap_tex
7	Damage Half Invincibility	icon_skills.voidtrap_tex
7	Damage Half Invincibility	icon_skills.voidtrap_tex
8	Debuff Absolute Invincibility	icon_skills.voidtrap_tex
9	Debuff Half Invincibility	icon_skills.voidtrap_tex
10	Reaction Absolute Invincibility	icon_skills.voidtrap_tex
10	Reaction Absolute Invincibility	icon_skills.voidtrap_tex
11	Stone Skin	icon_skills.stoneshape_tex
11	Stone Skin	icon_skills.stoneshape_tex
11	Stone Skin	icon_skills.stoneshape_tex
12	Vortex Prison	icon_skills.tornadoprison_tex
12	Vortex Prison	icon_skills.tornadoprison_tex
12	Vortex Prison	icon_skills.tornadoprison_tex
12	Vortex Prison	icon_skills.tornadoprison_tex
13	Epiphany of the Goddess	icon_skills.adventgoddess_tex
13	Epiphany of the Goddess	icon_skills.adventgoddess_tex
15	Blessing of Zenobia	icon_skills.fastwalk_tex
21	Chasing and Hunting_Reaction_Resistance Test	icon_skills.voidtrap_tex
22	Test_Increased Skill Damage	icon_skills.voidtrap_tex
23	Automatic Critical Hits	
24	Grant Automatic Critical Hits	
25	T.E.R.A. TIME	icon_status.pluswill_tex
25	T.E.R.A. TIME	icon_status.pluswill_tex
26	Ultra-Hyper-Fire-Turbo Time	icon_status.pluswill_tex
26	Ultra-Hyper-Fire-Turbo Time	icon_status.pluswill_tex
27	T.E.R.A. TIME	icon_status.pluswill_tex
27	T.E.R.A. TIME	icon_status.pluswill_tex
28	T.E.R.A. TIME	icon_status.pluswill_tex
28	T.E.R.A. TIME	icon_status.pluswill_tex
30	Blessing of Amarun	icon_skills.heart_buff_tex
31	T.E.R.A. TIME Season 2	icon_status.buff_of_kaia_tex
31	T.E.R.A. TIME Season 2	icon_status.buff_of_kaia_tex
33	Ultra-Hyper-Fire-Turbo Time	icon_status.pluswill_tex
33	Ultra-Hyper-Fire-Turbo Time	icon_status.pluswill_tex
34	Blessing of Amarun	icon_skills.heart_buff_tex
36	4th Anniversary Buff(Increase Attack Power)	icon_status.buff_of_kaia_tex
36	4th Anniversary Buff(Increase Attack Power)	icon_status.buff_of_kaia_tex
37	4th Anniversary Buff(Decreased Cooldown)	icon_status.pluswill_tex
37	4th Anniversary Buff(Decreased Cooldown)	icon_status.pluswill_tex
39	The Call of War	icon_status.plusecritical_tex
39	The Call of War	icon_status.plusecritical_tex
39	The Call of War	icon_status.plusecritical_tex
39	The Call of War	icon_status.plusecritical_tex
40	Balder's Blessing	icon_items.artisanall_up_tex
40	Balder's Blessing	icon_items.artisanall_up_tex
40	Balder's Blessing	icon_items.artisanall_up_tex
41	Bahaar's Blessing I	icon_items.parts_heavyarmorc5_tex
42	Bahaar's Blessing II	icon_items.parts_heavyarmorc5_tex
43	Bahaar's Blessing III	icon_items.parts_heavyarmorc5_tex
44	Bahaar's Blessing I	icon_items.parts_heavyarmorc5_tex
45	Bahaar's Blessing II	icon_items.parts_heavyarmorc5_tex
46	Bahaar's Blessing III	icon_items.parts_heavyarmorc5_tex
47	Test_Skill Damage Increase/Aggro Reduction	icon_skills.voidtrap_tex
47	Test_Skill Damage Increase/Aggro Reduction	icon_skills.voidtrap_tex
48	Baldera's Blessing	icon_items.artisanall_up_tex
48	Baldera's Blessing	icon_items.artisanall_up_tex
48	Baldera's Blessing	icon_items.artisanall_up_tex
49	Warp Barrier (Test)	icon_skills.distortionfield_tex
49	Warp Barrier (Test)	icon_skills.distortionfield_tex
49	Warp Barrier (Test)	icon_skills.distortionfield_tex
50	Kaia's Shield (Test)	icon_skills.armorofprotection_tex
50	Kaia's Shield (Test)	icon_skills.armorofprotection_tex
50	Kaia's Shield (Test)	icon_skills.armorofprotection_tex
51	Stun for DPS testing	icon_items.q_bones_tex
51	Stun for DPS testing	icon_items.q_bones_tex
51	Stun for DPS testing	icon_items.q_bones_tex
52	Super TERA Time [Power, Attack Speed]	icon_status.plusattack_tex
52	Super TERA Time [Power, Attack Speed]	icon_status.plusattack_tex
53	TERA Time [Power, Attack Speed, Skill Damage]	icon_status.plusattack_tex
53	TERA Time [Power, Attack Speed, Skill Damage]	icon_status.plusattack_tex
53	TERA Time [Power, Attack Speed, Skill Damage]	icon_status.plusattack_tex
54	TERA Time [Crit Power]	icon_status.plusepoisonresist_tex
55	Super TERA Time [Skill Cooldown, MP Replenishment]	icon_status.pluswill_tex
55	Super TERA Time [Skill Cooldown, MP Replenishment]	icon_status.pluswill_tex
56	TERA Time [Skill Cooldown]	icon_status.pluswill_tex
57	Super TERA Time [Crit Factor]	icon_status.plusecritical_tex
58	TERA Time [Crit Factor]	
62	[Event] Special Chocolate	icon_items.heartchocolate_tex
63	[Event] Special Lollipop	icon_items.candyapple_tex
64	[Event] Special Stick Nostrum	icon_items.event_pocky_tex
64	[Event] Special Stick Nostrum	icon_items.event_pocky_tex
64	[Event] Special Stick Nostrum	icon_items.event_pocky_tex
64	[Event] Special Stick Nostrum	icon_items.event_pocky_tex
64	[Event] Special Stick Nostrum	icon_items.event_pocky_tex
65	[Event] Special Stick Nostrum	icon_items.event_pocky_tex
65	[Event] Special Stick Nostrum	icon_items.event_pocky_tex
65	[Event] Special Stick Nostrum	icon_items.event_pocky_tex
65	[Event] Special Stick Nostrum	icon_items.event_pocky_tex
65	[Event] Special Stick Nostrum	icon_items.event_pocky_tex
66	[Event] Special Stick Nostrum	icon_items.event_pocky_tex
66	[Event] Special Stick Nostrum	icon_items.event_pocky_tex
66	[Event] Special Stick Nostrum	icon_items.event_pocky_tex
66	[Event] Special Stick Nostrum	icon_items.event_pocky_tex
66	[Event] Special Stick Nostrum	icon_items.event_pocky_tex
67	[Event] Special Sticks	
68	[Event] Special Sticks	
69	[Event] Special Sticks	
69	[Event] Special Sticks	
69	[Event] Special Sticks	
70	[Event] Special Sticks	
70	[Event] Special Sticks	
70	[Event] Special Sticks	
70	[Event] Special Sticks	
71	[Event] Special Sticks	
71	[Event] Special Sticks	
71	[Event] Special Sticks	
101	Retaliate	icon_skills.risingattack_tex
101	Retaliate	icon_skills.risingattack_tex
201	Blessing of Shakan I	icon_skills.attackup_tex
201	Blessing of Shakan I	icon_skills.attackup_tex
201	Blessing of Shakan I	icon_skills.attackup_tex
202	Blessing of Shakan II	icon_skills.attackup_tex
202	Blessing of Shakan II	icon_skills.attackup_tex
202	Blessing of Shakan II	icon_skills.attackup_tex
203	Triple Nemesis	icon_skills.divineretribution_tex
203	Triple Nemesis	icon_skills.divineretribution_tex
204	Volley of Curses I	icon_skills.painfulshackle_tex
204	Volley of Curses I	icon_skills.painfulshackle_tex
301	Lightning Trap	icon_skills.shocktrap_tex
501	Movement Speed Increases	icon_status.aura_of_wind_tex
601	Titanic Wrath I	icon_skills.rage_tex
601	Titanic Wrath I	icon_skills.rage_tex
602	Titanic Wrath II	icon_skills.rage_tex
602	Titanic Wrath II	icon_skills.rage_tex
603	Titanic Wrath III	icon_skills.rage_tex
603	Titanic Wrath III	icon_skills.rage_tex
901	Shara's Lash	icon_skills.flashball_tex
901	Shara's Lash	icon_skills.flashball_tex
901	Shara's Lash	icon_skills.flashball_tex
902	Noctenium Infusion	icon_items.union_supplies5_tex
902	Noctenium Infusion	icon_items.union_supplies5_tex
902	Noctenium Infusion	icon_items.union_supplies5_tex
903	Murderous Intent	icon_skills.battlefield_high_ranking_tex
903	Murderous Intent	icon_skills.battlefield_high_ranking_tex
903	Murderous Intent	icon_skills.battlefield_high_ranking_tex
903	Murderous Intent	icon_skills.battlefield_high_ranking_tex
903	Murderous Intent	icon_skills.battlefield_high_ranking_tex
904	Energy Stars Amplification	icon_skills.berserk_tex
905	Regeneration Circle—MP Restoration	icon_status.plusmp_tex
906	Restorative Burst—MP Restoraion	icon_status.plusmp_tex
907	Titanic Wrath—Acceleration	icon_status.plusattack_tex
908	Titanic Favor—Protection	icon_status.plusedefence_tex
910	Noctenium Infusion Test	icon_items.union_supplies5_tex
911	Noctenium Infusion	icon_items.union_supplies5_tex
911	Noctenium Infusion	icon_items.union_supplies5_tex
911	Noctenium Infusion	icon_items.union_supplies5_tex
912	Noctenium Infusion	icon_items.union_supplies5_tex
912	Noctenium Infusion	icon_items.union_supplies5_tex
912	Noctenium Infusion	icon_items.union_supplies5_tex
913	Noctenium Infusion	icon_items.union_supplies5_tex
913	Noctenium Infusion	icon_items.union_supplies5_tex
913	Noctenium Infusion	icon_items.union_supplies5_tex
916	Noctenium Infusion	icon_items.union_supplies5_tex
916	Noctenium Infusion	icon_items.union_supplies5_tex
916	Noctenium Infusion	icon_items.union_supplies5_tex
917	Noctenium Infusion	icon_items.union_supplies5_tex
917	Noctenium Infusion	icon_items.union_supplies5_tex
917	Noctenium Infusion	icon_items.union_supplies5_tex
920	Uncommon Noctenium Elixir	icon_items.noctan_tex
920	Uncommon Noctenium Elixir	icon_items.noctan_tex
920	Uncommon Noctenium Elixir	icon_items.noctan_tex
921	Rare Noctenium Elixir	icon_items.noctan_tex
921	Rare Noctenium Elixir	icon_items.noctan_tex
921	Rare Noctenium Elixir	icon_items.noctan_tex
922	Superior Noctenium Elixir	icon_items.noctan_tex
922	Superior Noctenium Elixir	icon_items.noctan_tex
922	Superior Noctenium Elixir	icon_items.noctan_tex
929	Refined Noctenium Infusion - Test	icon_items.union_supplies5_tex
929	Refined Noctenium Infusion - Test	icon_items.union_supplies5_tex
929	Refined Noctenium Infusion - Test	icon_items.union_supplies5_tex
929	Refined Noctenium Infusion - Test	icon_items.union_supplies5_tex
1100	Potion of Cultural Opportunity	icon_items.potion12_tex
1101	Adoration I	icon_items.exp_buff_potion1_tex
1102	Festival Furor I	icon_items.exp_buff_potion2_tex
1103	Adoration II	icon_items.exp_buff_potion1_tex
1104	Festival Furor II	icon_items.exp_buff_potion2_tex
1105	Powerful Potion of Cultural Opportunity	icon_items.potion12_tex
1106	Adoration II	icon_items.exp_buff_potion1_tex
1107	Adoration III	icon_items.exp_buff_potion1_tex
1110	Traveler's Balm	icon_status.exp_buff_serensolo_tex
1120	Seren's Torchbearer	icon_skills.exp_buff_seren_aura_tex
1125	Torchlight	icon_status.exp_buff_serenparty_tex
1130	Heart Candy Cane	icon_items.heartlollipop_tex
1131	Heart Chocolate	icon_items.heartchocolate_tex
1132	Love Letter	icon_items.loveletter_tex
1133	Shining Candy	icon_items.heartlollipop_tex
1134	Goddess's Blessing	icon_status.revivenow_status_tex
1134	Goddess's Blessing	icon_status.revivenow_status_tex
1135	Federation's Call	icon_status.plusfocus_tex
1136	Eren's Key	icon_items.ellenkey_tex
1136	Eren's Key	icon_items.ellenkey_tex
1150	Vigorous Renewal Draught	icon_items.potion14_tex
1151	Powerful Vigorous Renewal Draught	icon_items.potion14_tex
1200	Infused Renewal Draught	icon_items.potion15_tex
1201	Powerful Infused Renewal Draught	icon_items.potion15_tex
1250	Powerful Savage Draught	icon_items.potion11_tex
1251	Powerful Savage Draught	icon_items.potion11_tex
1300	Tenacious Savage Draught	icon_items.potion17_tex
1301	Tenacious Savage Draught	icon_items.potion17_tex
1350	Powerful Rival Draught	icon_items.potion20_tex
1400	Tenacious Rival Draught	icon_items.potion8_tex
1440	Bandage I	icon_items.bandage1_rare_tex
1441	Bandage II	icon_items.bandage2_rare_tex
1442	Bandage III	icon_items.bandage3_rare_tex
1443	Bandage IV	icon_items.bandage4_rare_tex
1444	Bandage V	icon_items.bandage5_rare_tex
1445	Bandage VI	icon_items.bandage6_rare_tex
1446	Bandage VII	icon_items.bandage7_rare_tex
1450	First Aid I	icon_items.bandage1_tex
1451	First Aid II	icon_items.bandage2_tex
1452	First Aid III	icon_items.bandage3_tex
1453	First Aid IV	icon_items.bandage4_tex
1454	First Aid V	icon_items.bandage5_tex
1455	First Aid VI	icon_items.bandage6_tex
1460	Lelyn's Bandage	icon_items.perfect_bandage_tex
1461	Toruan Snacks	icon_items.ricecake_tex
1462	Tertas Fruit Candy	icon_items.candyapple_tex
1470	Speed Potion	icon_items.potion6_tex
1471	Speed of Youth Potion	icon_items.potion6_tex
1480	Zenobia's Zeal	icon_status.plusmove_tex
1490	Rejuvenation Potion	icon_items.potion1_tex
1491	Valiant Potion	icon_items.potion1_tex
1492	Guardian's HP Potion	icon_items.potion3_tex
1495	Battlefield Poison	icon_status.poisonstatus_tex
1495	Battlefield Poison	icon_status.poisonstatus_tex
1510	Health Potion	icon_items.potion5_tex
1511	Elixir	icon_items.eagles_potion_level_47_tex
