1	더미_이상상태	icon_skills.voidtrap_tex
2	[이벤트] 강력한 권능의 포션	icon_skills.voidtrap_tex
2	[이벤트] 강력한 권능의 포션	icon_skills.voidtrap_tex
4	테스트용 폭탄	icon_skills.voidtrap_tex
5	효과가 없는 이상상태	icon_skills.voidtrap_tex
6	데미지 완전 무적	icon_skills.voidtrap_tex
7	데미지 하프 무적	icon_skills.voidtrap_tex
7	데미지 하프 무적	icon_skills.voidtrap_tex
8	이상상태 완전 무적	icon_skills.voidtrap_tex
9	이상상태 하프 무적	icon_skills.voidtrap_tex
10	리액션 완전 무적	icon_skills.voidtrap_tex
10	리액션 완전 무적	icon_skills.voidtrap_tex
11	암석화	icon_skills.stoneshape_tex
11	암석화	icon_skills.stoneshape_tex
11	암석화	icon_skills.stoneshape_tex
12	회오리 감옥	icon_skills.tornadoprison_tex
12	회오리 감옥	icon_skills.tornadoprison_tex
12	회오리 감옥	icon_skills.tornadoprison_tex
12	회오리 감옥	icon_skills.tornadoprison_tex
13	여신강림	icon_skills.adventgoddess_tex
13	여신강림	icon_skills.adventgoddess_tex
15	속보 I	icon_skills.fastwalk_tex
21	몰이사냥_리액션_저항 테스트	icon_skills.voidtrap_tex
22	테스트_스킬데미지증가	icon_skills.voidtrap_tex
23	자신 치명타 100%	
24	상대에게 치명타 100% 이상상태 부여	
25	T.E.R.A TIME	icon_status.pluswill_tex
25	T.E.R.A TIME	icon_status.pluswill_tex
26	T.E.R.A TIME	icon_status.pluswill_tex
26	T.E.R.A TIME	icon_status.pluswill_tex
27	T.E.R.A TIME	icon_status.pluswill_tex
27	T.E.R.A TIME	icon_status.pluswill_tex
28	T.E.R.A TIME	icon_status.pluswill_tex
28	T.E.R.A TIME	icon_status.pluswill_tex
30	아마룬의 수호	icon_skills.heart_buff_tex
31	신규 지원 이벤트	icon_status.buff_of_kaia_tex
31	신규 지원 이벤트	icon_status.buff_of_kaia_tex
33	T.E.R.A TIME	icon_status.pluswill_tex
33	T.E.R.A TIME	icon_status.pluswill_tex
34	아마룬의 수호	icon_skills.heart_buff_tex
35	[이벤트] 강력한 권능의 포션 해제용	
36	4주년 기념 버프(공격력 증가)	icon_status.buff_of_kaia_tex
36	4주년 기념 버프(공격력 증가)	icon_status.buff_of_kaia_tex
37	4주년 기념 버프(쿨타임 감소)	icon_status.pluswill_tex
37	4주년 기념 버프(쿨타임 감소)	icon_status.pluswill_tex
39	전투의 기상(PC방)	icon_status.plusecritical_tex
39	전투의 기상(PC방)	icon_status.plusecritical_tex
39	전투의 기상(PC방)	icon_status.plusecritical_tex
39	전투의 기상(PC방)	icon_status.plusecritical_tex
40	발데라의 가호(PC방)	icon_items.artisanall_up_tex
40	발데라의 가호(PC방)	icon_items.artisanall_up_tex
40	발데라의 가호(PC방)	icon_items.artisanall_up_tex
41	강화 장인의 가호	icon_items.parts_heavyarmorc5_tex
42	축복받은 강화 장인의 가호	icon_items.parts_heavyarmorc5_tex
43	빛나는 강화 장인의 가호	icon_items.parts_heavyarmorc5_tex
44	강화 장인의 가호	icon_items.parts_heavyarmorc5_tex
45	축복받은 강화 장인의 가호	icon_items.parts_heavyarmorc5_tex
46	빛나는 강화 장인의 가호	icon_items.parts_heavyarmorc5_tex
47	테스트_스킬데미지증가/적대치 감소	icon_skills.voidtrap_tex
47	테스트_스킬데미지증가/적대치 감소	icon_skills.voidtrap_tex
48	발데라의 가호	icon_items.artisanall_up_tex
48	발데라의 가호	icon_items.artisanall_up_tex
48	발데라의 가호	icon_items.artisanall_up_tex
49	테스트용_공간왜곡	icon_skills.distortionfield_tex
49	테스트용_공간왜곡	icon_skills.distortionfield_tex
49	테스트용_공간왜곡	icon_skills.distortionfield_tex
50	테스트용_수호의갑옷	icon_skills.armorofprotection_tex
50	테스트용_수호의갑옷	icon_skills.armorofprotection_tex
50	테스트용_수호의갑옷	icon_skills.armorofprotection_tex
51	DPS테스트용 기절	icon_items.q_bones_tex
51	DPS테스트용 기절	icon_items.q_bones_tex
51	DPS테스트용 기절	icon_items.q_bones_tex
52	슈퍼 테라타임[힘/공속]	icon_status.plusattack_tex
52	슈퍼 테라타임[힘/공속]	icon_status.plusattack_tex
53	테라타임[힘/공속/스킬위력]	icon_status.plusattack_tex
53	테라타임[힘/공속/스킬위력]	icon_status.plusattack_tex
53	테라타임[힘/공속/스킬위력]	icon_status.plusattack_tex
54	테라타임[치명타 위력]	icon_status.plusepoisonresist_tex
55	슈퍼 테라타임[스킬 쿨타임/MP회복]	icon_status.pluswill_tex
55	슈퍼 테라타임[스킬 쿨타임/MP회복]	icon_status.pluswill_tex
56	테라타임[스킬 쿨타임]	icon_status.pluswill_tex
57	슈퍼 테라타임[치명타 유발]	icon_status.plusecritical_tex
58	테라타임[치명타 유발]	
59	【이벤트】해피해피	icon_status.plusepoisonresist_tex
60	【이벤트】신난다	icon_status.pluswill_tex
