1	Reines Gewissen	icon_skills.voidtrap_tex
2	Megakraftverstärkung	icon_skills.voidtrap_tex
2	Megakraftverstärkung	icon_skills.voidtrap_tex
3	TEST_NoNaturalMPRegeneration	icon_skills.voidtrap_tex
4	Betäubungsgranate	icon_skills.voidtrap_tex
5	Schwächung ohne Effekt	icon_skills.voidtrap_tex
6	Schaden: Absolute Unbesiegbarkeit	icon_skills.voidtrap_tex
7	Schaden: Halbe Unbesiegbarkeit	icon_skills.voidtrap_tex
7	Schaden: Halbe Unbesiegbarkeit	icon_skills.voidtrap_tex
8	Schwächung: Absolute Unbesiegbarkeit	icon_skills.voidtrap_tex
9	Schwächung: Halbe Unbesiegbarkeit	icon_skills.voidtrap_tex
10	Reaktion: Absolute Unbesiegbarkeit	icon_skills.voidtrap_tex
10	Reaktion: Absolute Unbesiegbarkeit	icon_skills.voidtrap_tex
11	Steinhaut	icon_skills.stoneshape_tex
11	Steinhaut	icon_skills.stoneshape_tex
11	Steinhaut	icon_skills.stoneshape_tex
12	Wirbelgefängnis	icon_skills.tornadoprison_tex
12	Wirbelgefängnis	icon_skills.tornadoprison_tex
12	Wirbelgefängnis	icon_skills.tornadoprison_tex
12	Wirbelgefängnis	icon_skills.tornadoprison_tex
13	Offenbarung der Göttin	icon_skills.adventgoddess_tex
13	Offenbarung der Göttin	icon_skills.adventgoddess_tex
15	Segen von Zenobia	icon_skills.fastwalk_tex
21	Hatz und Jagd_Reaction_Resistance Test	icon_skills.voidtrap_tex
22	Test_Increased Skill Damage	icon_skills.voidtrap_tex
23	Automatische kritische Treffer	
24	Automatische kritische Treffer gewähren	
25	T.E.R.A. TIME	icon_status.pluswill_tex
25	T.E.R.A. TIME	icon_status.pluswill_tex
26	Ultra-hyper-turbo-Zeit	icon_status.pluswill_tex
26	Ultra-hyper-turbo-Zeit	icon_status.pluswill_tex
27	T.E.R.A. TIME	icon_status.pluswill_tex
27	T.E.R.A. TIME	icon_status.pluswill_tex
28	T.E.R.A. TIME	icon_status.pluswill_tex
28	T.E.R.A. TIME	icon_status.pluswill_tex
30	Segen von Amarun	icon_skills.heart_buff_tex
31	T.E.R.A. TIME Zyklus 2	icon_status.buff_of_kaia_tex
31	T.E.R.A. TIME Zyklus 2	icon_status.buff_of_kaia_tex
33	T.E.R.A. TIME	icon_status.pluswill_tex
33	T.E.R.A. TIME	icon_status.pluswill_tex
34	Segen von Amarun	icon_skills.heart_buff_tex
36	Stärkung zum 4. Geburtstag (Erhöhung der Angriffsstärke)	icon_status.buff_of_kaia_tex
36	Stärkung zum 4. Geburtstag (Erhöhung der Angriffsstärke)	icon_status.buff_of_kaia_tex
37	Stärkung zum 4. Geburtstag (Verringerung der Abklingzeit)	icon_status.pluswill_tex
37	Stärkung zum 4. Geburtstag (Verringerung der Abklingzeit)	icon_status.pluswill_tex
39	Der Ruf des Krieges (Internetcafé)	icon_status.plusecritical_tex
39	Der Ruf des Krieges (Internetcafé)	icon_status.plusecritical_tex
