1	ダミー_異常状態1	icon_skills.voidtrap_tex
2	【イベント】強力な力のポーション	icon_skills.voidtrap_tex
2	【イベント】強力な力のポーション	icon_skills.voidtrap_tex
4	テスト用爆弾	icon_skills.voidtrap_tex
5	効果の無い異常状態	icon_skills.voidtrap_tex
6	ダメージ完全無敵	icon_skills.voidtrap_tex
7	ダメージバフ無敵	icon_skills.voidtrap_tex
7	ダメージバフ無敵	icon_skills.voidtrap_tex
8	異常状態完全無敵	icon_skills.voidtrap_tex
9	異常状態バフ無敵	icon_skills.voidtrap_tex
10	リアクション完全無敵	icon_skills.voidtrap_tex
10	リアクション完全無敵	icon_skills.voidtrap_tex
11	ペトリファイドスケイル	icon_skills.stoneshape_tex
11	ペトリファイドスケイル	icon_skills.stoneshape_tex
11	ペトリファイドスケイル	icon_skills.stoneshape_tex
12	風塵監獄	icon_skills.tornadoprison_tex
12	風塵監獄	icon_skills.tornadoprison_tex
12	風塵監獄	icon_skills.tornadoprison_tex
12	風塵監獄	icon_skills.tornadoprison_tex
13	女神降臨	icon_skills.adventgoddess_tex
13	女神降臨	icon_skills.adventgoddess_tex
15	トロット I	icon_skills.fastwalk_tex
21	狩り_リアクション_抵抗テスト	icon_skills.voidtrap_tex
22	テスト_スキルダメージ増加	icon_skills.voidtrap_tex
23	自分のクリティカル 100%	
24	相手へのクリティカル100％デバフ付与	
25	TERA タイム	icon_status.pluswill_tex
25	TERA タイム	icon_status.pluswill_tex
26	T.E.R.A TIME	icon_status.pluswill_tex
26	T.E.R.A TIME	icon_status.pluswill_tex
27	T.E.R.A TIME	icon_status.pluswill_tex
27	T.E.R.A TIME	icon_status.pluswill_tex
28	T.E.R.A TIME	icon_status.pluswill_tex
28	T.E.R.A TIME	icon_status.pluswill_tex
30	アマルンの守護	icon_skills.heart_buff_tex
31	T.E.R.A TIME Season 2	icon_status.buff_of_kaia_tex
31	T.E.R.A TIME Season 2	icon_status.buff_of_kaia_tex
33	T.E.R.A TIME	icon_status.pluswill_tex
33	T.E.R.A TIME	icon_status.pluswill_tex
34	アマルンの守護	icon_skills.heart_buff_tex
35	【イベント】強力な力のポーション解除用	
36	4周年記念バフ（攻撃力増加）	icon_status.buff_of_kaia_tex
36	4周年記念バフ（攻撃力増加）	icon_status.buff_of_kaia_tex
37	4周年記念バフ（クールタイム減少）	icon_status.pluswill_tex
37	4周年記念バフ（クールタイム減少）	icon_status.pluswill_tex
39	戦闘の気概（ネットカフェ）	icon_status.plusecritical_tex
39	戦闘の気概（ネットカフェ）	icon_status.plusecritical_tex
39	戦闘の気概（ネットカフェ）	icon_status.plusecritical_tex
39	戦闘の気概（ネットカフェ）	icon_status.plusecritical_tex
40	バルデラの加護（公認ネットカフェ）	icon_items.artisanall_up_tex
40	バルデラの加護（公認ネットカフェ）	icon_items.artisanall_up_tex
40	バルデラの加護（公認ネットカフェ）	icon_items.artisanall_up_tex
41	強化職人の加護	icon_items.parts_heavyarmorc5_tex
42	祝福された強化職人の加護	icon_items.parts_heavyarmorc5_tex
43	輝く強化職人の加護	icon_items.parts_heavyarmorc5_tex
44	強化職人の加護	icon_items.parts_heavyarmorc5_tex
45	祝福された強化職人の加護	icon_items.parts_heavyarmorc5_tex
