1	Чистая совесть	icon_skills.voidtrap_tex
2	Промо-эффект BAM	icon_skills.voidtrap_tex
2	Промо-эффект BAM	icon_skills.voidtrap_tex
4	Оглушающая бомба	icon_skills.voidtrap_tex
5	Снятие эффектов	icon_skills.voidtrap_tex
6	Полная неуязвимость к урону	icon_skills.voidtrap_tex
7	Неуязвимость к половине урона	icon_skills.voidtrap_tex
7	Неуязвимость к половине урона	icon_skills.voidtrap_tex
8	Снятие полной неуязвимости	icon_skills.voidtrap_tex
9	Снятие неуязвимости к половине урона	icon_skills.voidtrap_tex
10	Полная неуязвимость к воздействиям	icon_skills.voidtrap_tex
10	Полная неуязвимость к воздействиям	icon_skills.voidtrap_tex
11	Каменная кожа	icon_skills.stoneshape_tex
11	Каменная кожа	icon_skills.stoneshape_tex
11	Каменная кожа	icon_skills.stoneshape_tex
12	Объятия водоворота	icon_skills.tornadoprison_tex
12	Объятия водоворота	icon_skills.tornadoprison_tex
12	Объятия водоворота	icon_skills.tornadoprison_tex
12	Объятия водоворота	icon_skills.tornadoprison_tex
13	Божественное прозрение	icon_skills.adventgoddess_tex
13	Божественное прозрение	icon_skills.adventgoddess_tex
15	Благословение Зенобии	icon_skills.fastwalk_tex
21	Тест погони и сопротивления_охотничьей_реакции	icon_skills.voidtrap_tex
22	Test_Increased Skill Damage	icon_skills.voidtrap_tex
23	Автоматические критические удары	
24	Наносить критические удары автоматически	
25	ВРЕМЯ T.E.R.A	icon_status.pluswill_tex
25	ВРЕМЯ T.E.R.A	icon_status.pluswill_tex
26	ВРЕМЯ T.E.R.A	icon_status.pluswill_tex
26	ВРЕМЯ T.E.R.A	icon_status.pluswill_tex
27	ВРЕМЯ T.E.R.A	icon_status.pluswill_tex
27	ВРЕМЯ T.E.R.A	icon_status.pluswill_tex
28	ВРЕМЯ T.E.R.A	icon_status.pluswill_tex
28	ВРЕМЯ T.E.R.A	icon_status.pluswill_tex
30	Благословение Амаруна	icon_skills.heart_buff_tex
31	ВРЕМЯ T.E.R.A: сезон 2	icon_status.buff_of_kaia_tex
31	ВРЕМЯ T.E.R.A: сезон 2	icon_status.buff_of_kaia_tex
33	ВРЕМЯ T.E.R.A	icon_status.pluswill_tex
33	ВРЕМЯ T.E.R.A	icon_status.pluswill_tex
34	Благословение Амаруна	icon_skills.heart_buff_tex
36	Усилитель 4-й годовщины (увеличение силы атаки)	icon_status.buff_of_kaia_tex
36	Усилитель 4-й годовщины (увеличение силы атаки)	icon_status.buff_of_kaia_tex
37	Усилитель 4-й годовщины (ускорение перезарядки)	icon_status.pluswill_tex
37	Усилитель 4-й годовщины (ускорение перезарядки)	icon_status.pluswill_tex
39	Зов войны (интернет-кафе)	icon_status.plusecritical_tex
39	Зов войны (интернет-кафе)	icon_status.plusecritical_tex
39	Зов войны (интернет-кафе)	icon_status.plusecritical_tex
39	Зов войны (интернет-кафе)	icon_status.plusecritical_tex
40	Оберег Вальдеры (PC-клуб)	icon_items.artisanall_up_tex
40	Оберег Вальдеры (PC-клуб)	icon_items.artisanall_up_tex
40	Оберег Вальдеры (PC-клуб)	icon_items.artisanall_up_tex
41	Оберег зачаровывателя	icon_items.parts_heavyarmorc5_tex
42	Благословенный оберег зачаровывателя	icon_items.parts_heavyarmorc5_tex
43	Сверкающий оберег зачаровывателя	icon_items.parts_heavyarmorc5_tex
44	Оберег зачаровывателя	icon_items.parts_heavyarmorc5_tex
45	Благословенный оберег зачаровывателя	icon_items.parts_heavyarmorc5_tex
46	Сверкающий оберег зачаровывателя	icon_items.parts_heavyarmorc5_tex
47	Тест_Увеличение урона от умений/Снижение агрессии	icon_skills.voidtrap_tex
47	Тест_Увеличение урона от умений/Снижение агрессии	icon_skills.voidtrap_tex
49	Искривляющий барьер (тест)	icon_skills.distortionfield_tex
49	Искривляющий барьер (тест)	icon_skills.distortionfield_tex
49	Искривляющий барьер (тест)	icon_skills.distortionfield_tex
50	Щит Кайи (тест)	icon_skills.armorofprotection_tex
50	Щит Кайи (тест)	icon_skills.armorofprotection_tex
50	Щит Кайи (тест)	icon_skills.armorofprotection_tex
51	Оглушение (для проверки DPS)	icon_items.q_bones_tex
51	Оглушение (для проверки DPS)	icon_items.q_bones_tex
51	Оглушение (для проверки DPS)	icon_items.q_bones_tex
52	Время супер-TERA (сила/скорость атаки)	icon_status.plusattack_tex
52	Время супер-TERA (сила/скорость атаки)	icon_status.plusattack_tex
53	Время TERA (сила/скорость атаки/урон от умений)	icon_status.plusattack_tex
53	Время TERA (сила/скорость атаки/урон от умений)	icon_status.plusattack_tex
53	Время TERA (сила/скорость атаки/урон от умений)	icon_status.plusattack_tex
54	Время TERA (сила крит. удара)	icon_status.plusepoisonresist_tex
55	Время супер-TERA (перезарядка умений/восстановление MP)	icon_status.pluswill_tex
55	Время супер-TERA (перезарядка умений/восстановление MP)	icon_status.pluswill_tex
56	Время TERA (перезарядка умений)	icon_status.pluswill_tex
57	Время супер-TERA (шанс критического удара)	icon_status.plusecritical_tex
58	Время TERA (шанс критического удара)	
62	[Событие] Особый шоколад	icon_items.heartchocolate_tex
63	[Событие] Особый леденец	icon_items.candyapple_tex
64	[Событие] Особые палочки для еды (секретное средство)	icon_items.event_pocky_tex
64	[Событие] Особые палочки для еды (секретное средство)	icon_items.event_pocky_tex
64	[Событие] Особые палочки для еды (секретное средство)	icon_items.event_pocky_tex
64	[Событие] Особые палочки для еды (секретное средство)	icon_items.event_pocky_tex
